Project,Address,Street,Suite,Eng. Co.,Assigend Shift
LEMAY MANOR I & II APARTMENTS,3950,ADWORTH DR,,1710,A
SWISS CHALET APARTMENTS,4548,ALPS DR,,1710,A
SOUTH COUNTY AUTO CENTER,1077,BARRACKSVIEW RD,,1710,A
Peace Lutheran Church,737,BARRACKSVIEW RD,,1710,A
Peace Lutheran Preschool,737,BARRACKSVIEW RD,,1710,A
RUSTIC VIEW CONDOS,2541,BRUSH CT,,1710,A
BUCKLEY Rd. APTS. (4-FAMILY UNIT),3610..12,BUCKLEY RD,,1710,A
ST. MATTHIAS THE APOSTLE CHURCH, 796,BUCKLEY RD,,1710,A
ST. MATTHIAS THE APOSTLE SCHOOL, 800,BUCKLEY RD,,1710,A
RUSTIC VIEW CONDOS,1170,CALLEY DR,,1710,A
Brazilia Apartments,1194,CASA BRAZILA CT,,1710,A
"r. s. k., knopf homes & realty net",4372,CASA BRAZILA DR,100 & 102,1710,A
American heartland hospice,4372,CASA BRAZILA DR,"201,202 & 203",1710,A
lions sleep lab,4372,CASA BRAZILA DR,301,1710,A
intercom llc,4372,CASA BRAZILA DR,302,1710,A
Colonial Woods Condominiums,6905,COLONIAL WOODS DR,,1710,A
reinhold electrical,9610&9614,CONTINENTAL INDUSTRIAL DR,,1710,A
"dino's trucking inc.
",9615,CONTINENTAL INDUSTRIAL DR,,1710,A
COVINGTON MANOR APTS.,1247,COVINGTON MANOR LN,,1710,A
oriental wok,1367,COVINGTON MANOR LN,,1710,A
Thehairapy STL LLC,1369,COVINGTON MANOR LN,,1710,A
 VACANT,1373....75,COVINGTON MANOR LN,,1710,A
vacant,1377,COVINGTON MANOR LN,,1710,A
judy's pet grooming,1379,COVINGTON MANOR LN,,1710,A
xentel inc.,1381....83,COVINGTON MANOR LN,,1710,A
FARMERS INSURANCE,1391,COVINGTON MANOR LN,,1710,A
NAIL STAR,1393,COVINGTON MANOR LN,,1710,A
RUMA'S DELI,1395,COVINGTON MANOR LN,,1710,A
STATE FARM INSURANCE,4110,CRESCENT DR,,1710,A
James & company,4114,CRESCENT DR,A,1710,A
Edward Jones,4118,CRESCENT DR,,1710,A
"ROBERT BLEVINS, ACCOUNTANT",4122,CRESCENT DR,,1710,A
"LUCKY LEONG, CPA",4126,CRESCENT DR,,1710,A
IMAGE HAIR SYSTEMS,4130,CRESCENT DR,,1710,A
peiker piatchek,4134,CRESCENT DR,,1710,A
ACCIDENT & BACK INJURY CLINIC,4138,CRESCENT DR,,1710,A
"CANNON ELECTRONICS, INC.",4150,CRESCENT DR,,1710,A
JOHN W. GREGORY & CO. inc.,4155,CRESCENT DR,,1710,A
raymond james financial services,4163,CRESCENT DR,,1710,A
Revision Counseling,4171,CRESCENT DR,202,1710,A
HERDER & HERDER P C,4173,CRESCENT DR,A,1710,A
Valence Transportation LLC,4173,CRESCENT DR,B,1710,A
Laten Home,4173,CRESCENT DR,C ,1710,A
Valence Transportation LLC,4173,CRESCENT DR,D,1710,A
c. juengel co.,4175,CRESCENT DR,A,1710,A
vacant,4175,CRESCENT DR,C,1710,A
Efthim Company Realtors,4177,CRESCENT DR,A,1710,A
vacant,4177,CRESCENT DR,B,1710,A
Paul Anthony Baumgartner Agency,4177,CRESCENT DR,C,1710,A
vacant,4177,CRESCENT DR,D,1710,A
Innovation Group,4177,CRESCENT DR,D,1710,A
n. f. p. consultants,4179,CRESCENT DR,A,1710,A
Harvest Bible Chapel St Louis South,4179,CRESCENT DR,C,1710,A
USA Auto Protection,4179,CRESCENT DR,D,1710,A
vacant,4185,CRESCENT DR,,1710,A
vacant,4185,CRESCENT DR,,1710,A
tri-state mortgage & Lending,4185,CRESCENT DR,A,1710,A
l s l enterprises ,4185,CRESCENT DR,C,1710,A
Two Maids & A Mop,4187,CRESCENT DR,C,1710,A
Compassionate Healthcare of St Louis Inc,4191,CRESCENT DR,A,1710,A
shelly madden ,4191,CRESCENT DR,C,1710,A
"kent mc coy, cpa",4191,CRESCENT DR,D,1710,A
vacant,4191,CRESCENT DR,E,1710,A
Development Resource Partners LLC,4193,CRESCENT DR,C & D,1710,A
vacant,4193,CRESCENT DR,E,1710,A
Missouri Air National Guard,244,DAVIS ST,,1710,A
Missouri Air National Guard,78,DAVIS ST,,1710,A
EVERGREEN MANOR APartments,3400,EVERGREEN LN,,1710,A
auto connection,3545,EVERGREEN LN,,1710,A
daniel martin & associates cpa,3551,EVERGREEN LN,,1710,A
Bernard Middle School,1054,FORDER RD,,1710,A
PUBLIC STORAGE,3850,FORDER RD,,1710,A
real life church,  627,FORDER RD,,1710,A
Above and Beyond Learning Center LLC,  967,FORDER RD,,1710,A
Chateau De Ville Condos,4380,FOREST DE VILLE DR,,1710,A
jefferson barracks Air national guard,1,GRANT RD,,1710,A
CUSTOM ROLLform PRODUCTS,3900,GREEN PARK RD,,1710,A
CUSTOM ROLLform PRODUCTS,3991,GREEN PARK RD,,1710,A
JP's Deli,4243,GREEN PARK RD,,1710,A
GREEN PARK LUTHERAN SCHOOL, 4248,GREEN PARK RD,,1710,A
HALLMARK Apartments,3600,HALLMARK LN,,1710,A
vacant,2058,HAPPY LN,,1710,A
HICKORY LANE APTS.-century group,3771,HICKORY HOUSE LN,#1,1710,A
Missouri Air National Guard,45,HUNTER RD,,1710,A
Missouri Air National Guard,46,HUNTER RD,,1710,A
Missouri Air National Guard,47,HUNTER RD,,1710,A
Missouri Air National Guard,61,HUNTER RD,,1710,A
Missouri Air National Guard,44,JOHNSON RD,,1710,A
Missouri Air National Guard,531,JOHNSON RD,,1710,A
Bridgewater cove,44,KASSEBAUM LN,,1710,A
Missouri Air National Guard,39,KEARNEY ST,,1710,A
Missouri Air National Guard,40,KEARNEY ST,,1710,A
Missouri Air National Guard,41,KEARNEY ST,,1710,A
Missouri Air National Guard,42,KEARNEY ST,,1710,A
Missouri Air National Guard,48,KEARNEY ST,,1710,A
Missouri Air National Guard,50,KEARNEY ST,,1710,A
Missouri Air National Guard,51,KEARNEY ST,,1710,A
Missouri Air National Guard,52,KEARNEY ST,,1710,A
Missouri Air National Guard,53,KEARNEY ST,,1710,A
Missouri Air National Guard,59,KEARNEY ST,,1710,A
Missouri Air National Guard,64,KEARNEY ST,,1710,A
Missouri Air National Guard,65,KEARNEY ST,,1710,A
cornerstone academy,   74,KEARNEY ST,,1710,A
Missouri Air National Guard,97,KEARNEY ST,,1710,A
Missouri Air National Guard,99,KEARNEY ST,,1710,A
HEATHERBROOK GARDENS,1123,KINGBOLT CIRCLE DR,J,1710,A
V A Medical Center - J B,3150,KOCH RD,,1710,A
KINSWOOD APartments,4223,KOPWOOD DR,A,1710,A
Peppermill Condominiums,2470,LAMPONG DR,,1710,A
JUST HONDA'S,2009,LEMAY FERRY RD,,1710,A
bieg plumbing,2015,LEMAY FERRY RD,,1710,A
South County Law Offices,2023,LEMAY FERRY RD,,1710,A
Dribble Drain LLC,2025,LEMAY FERRY RD,,1710,A
vacant,2139,LEMAY FERRY RD,,1710,A
BANDWAGON HALL,2151,LEMAY FERRY RD,,1710,A
midwest bank centre,2191,LEMAY FERRY RD,,1710,A
import auto - jayco enterprises,2200,LEMAY FERRY RD,,1710,A
UNA MARKET,2201,LEMAY FERRY RD,A,1710,A
Lemay Meat Grocery Store,2201,LEMAY FERRY RD,B,1710,A
FARMERS INSURANCE,2201,LEMAY FERRY RD,C,1710,A
Berix Coffee Restaurant,2201,LEMAY FERRY RD,D,1710,A
american cleaners,2211,LEMAY FERRY RD,,1710,A
POOL KING RECREATION,2216,LEMAY FERRY RD,,1710,A
SOUTH COUNTY HABILITATION CENTER,2312,LEMAY FERRY RD,,1710,A
prime time academy,2338,LEMAY FERRY RD,,1710,A
A Family Thrift Center,2500,LEMAY FERRY RD,,1710,A
vacant,2510,LEMAY FERRY RD,,1710,A
value city department store,2511,LEMAY FERRY RD,,1710,A
LEMAY PLAZA VETERINARY CLINIC,2514,LEMAY FERRY RD,,1710,A
Dierberg's Market,2516,LEMAY FERRY RD,,1710,A
First Bank,2516,LEMAY FERRY RD,,1710,A
Vacant,2516,LEMAY FERRY RD,A,1710,A
The UPS Store,2518,LEMAY FERRY RD,,1710,A
FANTASTIC SAM'S,2520,LEMAY FERRY RD,,1710,A
Bates Street Lock & Safe,2522,LEMAY FERRY RD,,1710,A
Vacant,2524,LEMAY FERRY RD,,1710,A
Vacant,2526,LEMAY FERRY RD,,1710,A
SSM PHYSICAL THERAPY,2529/32/33,LEMAY FERRY RD,,1710,A
SSM Physical Therapy,2532,LEMAY FERRY RD,,1710,A
Pizza Hut,2536,LEMAY FERRY RD,,1710,A
Vacant,2538,LEMAY FERRY RD,,1710,A
Pro Nails,2540,LEMAY FERRY RD,,1710,A
Bank of America,2542,LEMAY FERRY RD,,1710,A
Ray's Hair Care,2544,LEMAY FERRY RD,,1710,A
Vacant,2546,LEMAY FERRY RD,,1710,A
Beltone Hearing Aid Center,2548,LEMAY FERRY RD,,1710,A
LEMAY GARDEN RESTAURANT,2550,LEMAY FERRY RD,,1710,A
Family Dentistry,2552,LEMAY FERRY RD,,1710,A
Birthright STL,2554,LEMAY FERRY RD,,1710,A
Party City,2560,LEMAY FERRY RD,,1710,A
Clarkson Eye Care,2572,LEMAY FERRY RD,,1710,A
,2574,LEMAY FERRY RD,,1710,A
HARDEE'S RESTAURANT,2580,LEMAY FERRY RD,,1710,A
Vacant,2582,LEMAY FERRY RD,,1710,A
Sherwin Williams Paint,2590,LEMAY FERRY RD,,1710,A
MOBIL MART SOUTH,2600,LEMAY FERRY RD,,1710,A
LEMAY CHURCH OF CHRIST, 2709,LEMAY FERRY RD,,1710,A
DUBOWL LANES,2711,LEMAY FERRY RD,,1710,A
AUSTIN TRANSMISSION,2715,LEMAY FERRY RD,,1710,A
"thomas ruzicka, dds",2820,LEMAY FERRY RD,,1710,A
Internal Medicine/Family Medicine,2900,LEMAY FERRY RD,100,1710,A
Lemay urgent care,2900,LEMAY FERRY RD,101,1710,A
Internal Medicine/Family Medicine,2900,LEMAY FERRY RD,104,1710,A
 ,2900,LEMAY FERRY RD,106,1710,A
MAINTENANCE & RESTROOMS,2900,LEMAY FERRY RD,112...119,1710,A
THYROID SPECIALTY LAB,2900,LEMAY FERRY RD,114,1710,A
vacant,2900,LEMAY FERRY RD,116...121,1710,A
ST. LOUIS EYE CLINIC,2900,LEMAY FERRY RD,120,1710,A
WINKELMANN DRUG,2900,LEMAY FERRY RD,121-A,1710,A
 vacant,2900,LEMAY FERRY RD,200,1710,A
 vacant,2900,LEMAY FERRY RD,203,1710,A
missouri foot care,2900,LEMAY FERRY RD,204,1710,A
"thomas nowotny, Md",2900,LEMAY FERRY RD,205,1710,A
vacant,2900,LEMAY FERRY RD,208,1710,A
vacant,2900,LEMAY FERRY RD,213,1710,A
"CHAN VO, MD",2900,LEMAY FERRY RD,214,1710,A
st. anthony's physician contract management,2900,LEMAY FERRY RD,216,1710,A
vacant,2900,LEMAY FERRY RD,217,1710,A
midwest podiatry,2900,LEMAY FERRY RD,225,1710,A
"LAURA HULBERT, MD",2900,LEMAY FERRY RD,228,1710,A
Kleanprint LLC,2921,LEMAY FERRY RD,,1710,A
the top shop,2921-B,LEMAY FERRY RD,B,1710,A
VACANT,2923,LEMAY FERRY RD,,1710,A
vacant,2925,LEMAY FERRY RD,,1710,A
ELMO'S SPORTS BAR & GRILL,2925,LEMAY FERRY RD,B,1710,A
a country place antiques,2930,LEMAY FERRY RD,,1710,A
comfort care dental,3001,LEMAY FERRY RD,,1710,A
EDWARD JONES,3007,LEMAY FERRY RD,,1710,A
reineke paint and decorating,3015,LEMAY FERRY RD,,1710,A
2000's nails,3023,LEMAY FERRY RD,,1710,A
SOUTHSIDE WOK CHINESE FOOD,3027,LEMAY FERRY RD,,1710,A
DOMINO'S PIZZA,3031,LEMAY FERRY RD,,1710,A
FOR LOVERS ONLY,3035,LEMAY FERRY RD,,1710,A
"TIC TOC SHOP, INC.",3039,LEMAY FERRY RD,,1710,A
mc arthur's bakery - wedding room,3047,LEMAY FERRY RD,,1710,A
mc arthur's bakery,3055,LEMAY FERRY RD,,1710,A
Witzel annex,3100,LEMAY FERRY RD,,1710,A
mehlville bus garage,3100,LEMAY FERRY RD,,1710,A
Mehlville Swimming Pool,3100 ,LEMAY FERRY RD,,1710,A
Mehlville School Dist. Administration Building,3120,LEMAY FERRY RD,,1710,A
Ink Saint Louis,3125,LEMAY FERRY RD,A,1710,A
the bedroom store,3177,LEMAY FERRY RD,,1710,A
Hijama Cupping Therapy,3185,LEMAY FERRY RD,,1710,A
planet sun,3189,LEMAY FERRY RD,,1710,A
Solutions Hair Studio,3191,LEMAY FERRY RD,,1710,A
Avdic Pain & Rehab Clinic,3193,LEMAY FERRY RD,,1710,A
South County Produce,3197,LEMAY FERRY RD,,1710,A
Mehlville Senior High School,3200,LEMAY FERRY RD,,1710,A
wallpaper paint and more,3211,LEMAY FERRY RD,,1710,A
extreme toy store,3217,LEMAY FERRY RD,,1710,A
jay's salon,3221,LEMAY FERRY RD,,1710,A
vacant,3225,LEMAY FERRY RD,,1710,A
st. louis county police department,3229,LEMAY FERRY RD,,1710,A
Domino's,3239,LEMAY FERRY RD,A,1710,A
TOBACCO HOUSE,3239,LEMAY FERRY RD,B,1710,A
Mehlville fire Station 1,3241,LEMAY FERRY RD,,1710,A
WESTERN-SOUTHERN INSURANCE,3245,LEMAY FERRY RD,,1710,A
AUTOTIRE,3300,LEMAY FERRY RD,,1710,A
phillips 66,3307,LEMAY FERRY RD,,1710,A
KRUSE FLOrist,3310,LEMAY FERRY RD,,1710,A
jackson hewitt,3323,LEMAY FERRY RD,,1710,A
south county coin & jewelry,3325,LEMAY FERRY RD,,1710,A
Euro Market Biser,3327,LEMAY FERRY RD,,1710,A
Euro Market Biser,3329,LEMAY FERRY RD,,1710,A
CALVARY PRESBYTERIAN CHURCH, 3400,LEMAY FERRY RD,,1710,A
QuikTrip,3475,LEMAY FERRY RD,,1710,A
Firehouse Bar & Grill - St Louis,3500,LEMAY FERRY RD,,1710,A
pappas grill,3501,LEMAY FERRY RD,,1710,A
Lucky Nails Salon,3518,LEMAY FERRY RD,,1710,A
The CBD Store,3522,LEMAY FERRY RD,,1710,A
WElCOME SMOKERS INC.,3524,LEMAY FERRY RD,,1710,A
Just Around the Corner Flooring,3526,LEMAY FERRY RD,,1710,A
Lucky Hook,3530,LEMAY FERRY RD,,1710,A
Cornerstone Self Storage Warehouses,3535,LEMAY FERRY RD,,1710,A
GIBBY'S DANCE PRODUCTIONS,3538,LEMAY FERRY RD,,1710,A
I Deal Discounts,3542,LEMAY FERRY RD,,1710,A
car-x,3560,LEMAY FERRY RD,,1710,A
gateway to the west harley davidson,3600 & 22,LEMAY FERRY RD,,1710,A
AHEPA 53 APTS.-phase 1,3601,LEMAY FERRY RD,,1710,A
AHEPA 53-II APTS.-phase 2,3607,LEMAY FERRY RD,,1710,A
betvo car wash,3618,LEMAY FERRY RD,,1710,A
Suntrup Nissan - VW,3623,LEMAY FERRY RD,,1710,A
suntrup auto credit,3633,LEMAY FERRY RD,rear &  basement,1710,A
MIDAS MUFFLER,3636,LEMAY FERRY RD,,1710,A
pinpoint international,3700 & 02,LEMAY FERRY RD,,1710,A
ENTERPRISE RENT-A-CAR,3701,LEMAY FERRY RD,,1710,A
AMERICAN FAMILY INSurance,3704,LEMAY FERRY RD,,1710,A
SUNTRUP Hyundai MOTORS,3705,LEMAY FERRY RD,,1710,A
SOUTH COUNTY CLEANERS,3708,LEMAY FERRY RD,,1710,A
the martial arts center,3712,LEMAY FERRY RD,,1710,A
TACO BELL,3715,LEMAY FERRY RD,,1710,A
MEINEKE MUFFLERS,3722,LEMAY FERRY RD,,1710,A
CASH & pAWN,3800,LEMAY FERRY RD,,1710,A
VACANT,3805,LEMAY FERRY RD,,1710,A
BADE ROOFING CO.,3806,LEMAY FERRY RD,,1710,A
VACANT,3807,LEMAY FERRY RD,,1710,A
mab paints,3809,LEMAY FERRY RD,,1710,A
DAIRY QUEEN,3810,LEMAY FERRY RD,,1710,A
dave sinclair  suzuki,3814,LEMAY FERRY RD,,1710,A
century mortgage & finance,3815,LEMAY FERRY RD,,1710,A
bellacino's pizza & grinders,3817....19,LEMAY FERRY RD,,1710,A
tan-fastic tan center,3821,LEMAY FERRY RD,,1710,A
LESLIE'S SWIMMING POOL SUPPLY,3829,LEMAY FERRY RD,,1710,A
st. louis china buffet,3833,LEMAY FERRY RD,,1710,A
COOMERS,3839,LEMAY FERRY RD,,1710,A
Just in Style LLC,3843,LEMAY FERRY RD,,1710,B
Just in Style LLC,3845,LEMAY FERRY RD,,1710,B
czar for hair,3847,LEMAY FERRY RD,,1710,B
glass galleria,3849,LEMAY FERRY RD,,1710,B
JENNY CRAIG,3853,LEMAY FERRY RD,,1710,B
aqua & more,3859,LEMAY FERRY RD,,1710,B
national cash advance,3861,LEMAY FERRY RD,,1710,B
mers goodwill12,3865,LEMAY FERRY RD,,1710,B
dave sinclair oldsmobile,3900,LEMAY FERRY RD,,1710,B
big k-mart,3901,LEMAY FERRY RD,,1710,B
Dave's Auto Body,3906,LEMAY FERRY RD,,1710,B
vacant,3924,LEMAY FERRY RD,,1710,B
lindbergh Tire & Auto,3934,LEMAY FERRY RD,,1710,B
Arby's Restaurant,3973,LEMAY FERRY RD,,1710,B
vacant,4000,LEMAY FERRY RD,,1710,B
vacant,4003,LEMAY FERRY RD,,1710,B
vacant,4020,LEMAY FERRY RD,,1710,B
vacant,4028,LEMAY FERRY RD,,1710,B
FEY FUNERAL HOME,4100,LEMAY FERRY RD,,1710,B
mc guire vision center,4103,LEMAY FERRY RD,,1710,B
office max,4106,LEMAY FERRY RD,,1710,B
Chick-fil-A,4125,LEMAY FERRY RD,,1710,B
AT&T,4321,LEMAY FERRY RD,,1710,B
WHITE CASTLE,4395,LEMAY FERRY RD,,1710,B
walgreens,4400,LEMAY FERRY RD,,1710,B
vacant,4401,LEMAY FERRY RD,,1710,B
VACANT,4403,LEMAY FERRY RD,,1710,B
citgo service station,4403,LEMAY FERRY RD,,1710,B
Payless Shoe Source,4404,LEMAY FERRY RD,,1710,B
McDonald's ,4407,LEMAY FERRY RD,,1710,B
sally beauty supply,4410,LEMAY FERRY RD,,1710,B
dollar tree,4411,LEMAY FERRY RD,,1710,B
CECIL WHITTAKER'S PIZZA,4412,LEMAY FERRY RD,,1710,B
vacant,4416,LEMAY FERRY RD,,1710,B
Sushi Sake,4418,LEMAY FERRY RD,,1710,B
"richard MOWER, DDS",4420,LEMAY FERRY RD,,1710,B
LAKEVIEW 1 HOUR CLEANER,4424,LEMAY FERRY RD,,1710,B
vacant,4428,LEMAY FERRY RD,,1710,B
Ashley Furniture Homestore,4432,LEMAY FERRY RD,,1710,B
big lots,4433,LEMAY FERRY RD,,1710,B
Club Fitness,4438,LEMAY FERRY RD,,1710,B
vacant,4438,LEMAY FERRY RD,,1710,B
Floor & Decor,4441,LEMAY FERRY RD,,1710,B
Club Fitness,4444....48,LEMAY FERRY RD,,1710,B
VACANT,4445,LEMAY FERRY RD,,1710,B
glamourama Inc.,4450,LEMAY FERRY RD,,1710,B
pet smart,4451,LEMAY FERRY RD,,1710,B
HOPE CLEANERS,4454,LEMAY FERRY RD,,1710,B
RIZZO'S,4460,LEMAY FERRY RD,,1710,B
the little gym,4464,LEMAY FERRY RD,,1710,B
vacant,4468,LEMAY FERRY RD,,1710,B
DRESS BARN,4476,LEMAY FERRY RD,,1710,B
vacant,4479,LEMAY FERRY RD,,1710,B
the great frame up,4481,LEMAY FERRY RD,,1710,B
RICH & CHARLIE'S,4487,LEMAY FERRY RD,,1710,B
marco's power factory,4488,LEMAY FERRY RD,,1710,B
vacant,4491,LEMAY FERRY RD,,1710,B
bank of america,4495,LEMAY FERRY RD,,1710,B
Old Navy,4498,LEMAY FERRY RD,,1710,B
JACK-IN-THE-BOX,4500,LEMAY FERRY RD,,1710,B
JIFFY LUBE,4504,LEMAY FERRY RD,,1710,B
FIRESTONE TIRE,4508,LEMAY FERRY RD,,1710,B
Sam's Wholesale Club,4512,LEMAY FERRY RD,,1710,B
STATE FARM INSURANCE,4515,LEMAY FERRY RD,,1710,B
WONDER BREAD/HOSTESS CAKE THRIFT STORE,4530,LEMAY FERRY RD,A,1710,B
Edward Jones,4530,LEMAY FERRY RD,C,1710,B
H.R. BLOCK,4530,LEMAY FERRY RD,D,1710,B
Infinite Tan & Hair,4530,LEMAY FERRY RD,E & F,1710,B
Infinite Tan & Hair,4530,LEMAY FERRY RD,G,1710,B
LEMAY WOK,4530,LEMAY FERRY RD,H,1710,B
for keeps-sake,4530,LEMAY FERRY RD,K,1710,B
edward jones,4530,LEMAY FERRY RD,L,1710,B
alex k. mammen md,4530,LEMAY FERRY RD,M,1710,B
travel associates,4530,LEMAY FERRY RD,N,1710,B
"Yaeger's decorating centers, Inc.",4530,LEMAY FERRY RD,O....P,1710,B
vacant,4530,LEMAY FERRY RD,Q....R,1710,B
carpets plus-yaeger's decorating ctr.,4530,LEMAY FERRY RD,S...T,1710,B
CubeSmart Storage,4533,LEMAY FERRY RD,,1710,B
ST. LOUIS COUNTY GOVT. CENTER,4544...52,LEMAY FERRY RD,,1710,B
vantagE CREDIT UNION,4545,LEMAY FERRY RD,,1710,B
FREEDOM LODGE #636,4557,LEMAY FERRY RD,,1710,B
st. louis co. department of health,4560...62,LEMAY FERRY RD,,1710,B
charter communications,4561,LEMAY FERRY RD,,1710,B
33 Beauty Plus,4564,LEMAY FERRY RD,,1710,B
FIRST COMMUNITY CREDIT UNION,4566,LEMAY FERRY RD,,1710,B
ST. LOUIS COunty FAMILY COURT,4568,LEMAY FERRY RD,,1710,B
keller 8,4572,LEMAY FERRY RD,,1710,B
SHOW ME LANES,4575,LEMAY FERRY RD,,1710,B
cingular wireless,4593,LEMAY FERRY RD,,1710,B
ameritech,4615,LEMAY FERRY RD,,1710,B
fenix construction co.,4655,LEMAY FERRY RD,,1710,B
VACANT,4656,LEMAY FERRY RD,,1710,B
LEMAY VILLAGE APTS.,3730,LEMAY VILLAGE LN,,1710,B
Brookside Village Apartments,10250,MACKENZIE RD,G-1,1710,B
CROSS CREEK APartments,1269,MANGROVE LN,,1710,B
McAdoo Manor Apartments,4311,McADOO CT,,1710,B
Nazareth Living Center - Gleason Hall,2,NAZARETH LN,,1710,B
Nazareth Living Center - McGovern Commons,2,NAZARETH LN,,1710,B
The Village at Nazareth,3,NAZARETH LN,,1710,B
Saint Joseph Manor,4,NAZARETH LN,,1710,B
Carondelet Manor,6,NAZARETH LN,,1710,B
Nazareth Living Center Pool,8,NAZARETH LN,,1710,B
Maple hill apartments,2666,PARK HILL CIR,A,1710,B
Camden Taravue,1012,PROVENCE DR,,1710,B
Camden Taravue,1018,PROVENCE DR,,1710,B
Camden Taravue,1024,PROVENCE DR,,1710,B
Camden Taravue,1030,PROVENCE DR,,1710,B
Camden Taravue,1040,PROVENCE DR,,1710,B
Camden Taravue,1044,PROVENCE DR,,1710,B
Camden Taravue,3852,PROVENCE DR,,1710,B
Camden Taravue,3864,PROVENCE DR,,1710,B
Mehlville School District,   69,RANDOLPH PL,,1710,B
LUXEMBERG REALTY,3614,REAVIS BARRACKS RD,,1710,B
REAVIS BARRACKS APartments,3614,REAVIS BARRACKS RD,,1710,B
Champagne Wishes,3614,REAVIS BARRACKS RD,,1710,B
SRG Marketing Group LLC,3614,REAVIS BARRACKS RD,,1710,B
SRG Marketing Group LLC,3614,REAVIS BARRACKS RD,,1710,B
james gang,3630,REAVIS BARRACKS RD,,1710,B
Save-A-Lot Foods,3661,REAVIS BARRACKS RD,,1710,B
trail net,3900,REAVIS BARRACKS RD,,1710,B
GOEDEKER's WAREHOUSE,3930,REAVIS BARRACKS RD,,1710,B
PUBLIC STORAGE,3940,REAVIS BARRACKS RD,,1710,B
SO. SIDE 7TH DAY ADVENTiST CHURCH, 4108,REAVIS BARRACKS RD,,1710,B
vacant,3533,RITZ CTR,,1710,B
SOuth COUNTY VETERINARY OFFICE,3541,RITZ CTR,,1710,B
ALI'S PALI'S South county pet salon,3543,RITZ CTR,,1710,B
abbey lane alterations,3545,RITZ CTR,,1710,B
Pro Hair Salon LLC,3547,RITZ CTR,,1710,B
Tamara mini spa,3549,RITZ CTR,,1710,B
mane reflections,3551,RITZ CTR,,1710,B
Zito Deli,3553,RITZ CTR,,1710,B
BETTER FAMILY LIFE,3555,RITZ CTR,,1710,B
Babylon Smoke Shop LLC,3559,RITZ CTR,,1710,B
steel & ink studio,3561,RITZ CTR,,1710,B
eyebrows threading,3563,RITZ CTR,,1710,B
vacant,3565,RITZ CTR,,1710,B
BATTERIES PLUS,3567,RITZ CTR,,1710,B
the Pisa group,3912,RITZ CTR,,1710,B
vacant,3920,RITZ CTR,,1710,B
express coin laundry,3930,RITZ CTR,,1710,B
vacant,3940,RITZ CTR,,1710,B
marvelous looks,3942,RITZ CTR,,1710,B
vacant,3944,RITZ CTR,,1710,B
macy's,10,S COUNTY CENTER WAY,,1710,B
J. C. PENNEY INC.,100,S COUNTY CENTER WAY,,1710,B
J. C. PENNEY INC. - CATALOG,100,S COUNTY CENTER WAY,,1710,B
J. C.PENNEY - OPTICAL CENTER,100,S COUNTY CENTER WAY,,1710,B
J. C. PENNEY - PORTRAIT STUDIO,100,S COUNTY CENTER WAY,,1710,B
J. C. PENNEY - WATCH & JEWELRY,100,S COUNTY CENTER WAY,,1710,B
u. s. bank,110,S COUNTY CENTER WAY,,1710,B
vacant,12,S COUNTY CENTER WAY,,1710,B
pearle vision center,122,S COUNTY CENTER WAY,A,1710,B
Gateway Wireless LLC,122,S COUNTY CENTER WAY,B,1710,B
a. e. schmidt billards,122,S COUNTY CENTER WAY,C,1710,B
vacant,124,S COUNTY CENTER WAY,,1710,B
GOLF DISCOUNT,126,S COUNTY CENTER WAY,A,1710,B
catherine's plus,126,S COUNTY CENTER WAY,B,1710,B
st. louis bread co.,130,S COUNTY CENTER WAY,,1710,B
funco land video games,134,S COUNTY CENTER WAY,,1710,B
red wing shoes,136,S COUNTY CENTER WAY,,1710,B
famous nail,138,S COUNTY CENTER WAY,,1710,B
L. e. smith jewelers,140,S COUNTY CENTER WAY,,1710,B
sport clips,152,S COUNTY CENTER WAY,,1710,B
South county center - mall office,18,S COUNTY CENTER WAY,,1710,B
5M FOOD SERVICES,18,S COUNTY CENTER WAY,FC11,1710,B
Panda Express,18,S COUNTY CENTER WAY,FC2,1710,B
westfield corp.,22,S COUNTY CENTER WAY,,1710,B
DILLARD'S,220,S COUNTY CENTER WAY,,1710,B
CAR-LENE RESEARCH,24,S COUNTY CENTER WAY,,1710,B
borders books,25,S COUNTY CENTER WAY,,1710,B
"SEARS, roebuck, & co.",250,S COUNTY CENTER WAY,,1710,B
SEARS portrait studio (cpi corp),250,S COUNTY CENTER WAY,,1710,B
Mastercuts,29,S COUNTY CENTER WAY,,1710,B
Men's Warehouse, 30,S COUNTY CENTER WAY,,1710,B
Francesca's Collections,301,S COUNTY CENTER WAY,,1710,B
Shoe Box,302,S COUNTY CENTER WAY,,1710,B
very you,303,S COUNTY CENTER WAY,,1710,B
CLAIRE'S BOUTIQUE,305,S COUNTY CENTER WAY,,1710,B
yankee candle co.,306,S COUNTY CENTER WAY,,1710,B
SPENCER'S gifts,307,S COUNTY CENTER WAY,,1710,B
vacant,308,S COUNTY CENTER WAY,,1710,B
United Health Care,309,S COUNTY CENTER WAY,,1710,B
Fashion 5,31,S COUNTY CENTER WAY,,1710,B
Renewal by Andersen,311,S COUNTY CENTER WAY,,1710,B
ZM Fashion,312,S COUNTY CENTER WAY,,1710,B
LEmstone books inc.,313,S COUNTY CENTER WAY,,1710,B
lacefield music,313,S COUNTY CENTER WAY,,1710,B
